"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"maker-NW_015503979.1-augustus-gene-42.11",4235.31694588006,12.0482542209586,0.0685873151722493,175.663009853947,0,0
"maker-NW_015503979.1-augustus-gene-42.19",464.330869980822,8.8590093881632,0.0603360083627871,146.827899765857,0,0
"maker-NW_015503979.1-augustus-gene-42.21",1243.58464158961,10.2802889891175,0.0958464557195207,107.257894013328,0,0
"maker-NW_015503979.1-augustus-gene-42.23",2140.65936850157,11.0638395304226,0.0420912701868208,262.85354377086,0,0
"maker-NW_015503979.1-augustus-gene-42.26",5760.13487415092,12.491886877578,0.0641757551656084,194.651186345095,0,0
"maker-NW_015503979.1-augustus-gene-42.6",1039.52968186829,10.021715236964,0.0590627051704829,169.679245270541,0,0
"maker-NW_015503979.1-augustus-gene-43.0",4608.13914207875,12.169968564063,0.0524079039745677,232.216281154248,0,0
"maker-NW_015503979.1-augustus-gene-45.15",4173.03510630101,12.0268813422088,0.0999441398664166,120.336033291034,0,0
"maker-NW_015503979.1-augustus-gene-45.19",1619.61057740682,10.6614312548208,0.0434760227351202,245.225542358741,0,0
"maker-NW_015503979.1-augustus-gene-45.24",1047.74669587702,10.0330742565249,0.0530966853764158,188.958579719203,0,0
"maker-NW_015503979.1-augustus-gene-45.28",484.313443152553,8.91979723834786,0.102790480689532,86.7764911547515,0,0
"maker-NW_015503979.1-augustus-gene-45.3",4693.58786118618,12.196475450612,0.0550228757295745,221.661904960311,0,0
"maker-NW_015503979.1-augustus-gene-5.2",3330.28096919915,11.7014281844122,0.0507818590371652,230.42536067552,0,0
"maker-NW_015503979.1-augustus-gene-5.5",17175.5635419026,14.0680698151733,0.0699991712494009,200.974805330909,0,0
"maker-NW_015503979.1-augustus-gene-6.0",864.002513787251,9.75489169964394,0.0545763843990966,178.738328070802,0,0
"augustus_masked-NW_015503979.1-processed-gene-20.1",56.5711419897594,5.82199438954473,0.163791701254342,35.5451121452369,9.8866772953389e-277,1.17698539230224e-276
"augustus_masked-NW_015503979.1-processed-gene-24.0",38.4288993547418,5.26411975153281,0.159085339372483,33.089911190417,4.15112764387048e-240,4.89519769324349e-240
"maker-NW_015503979.1-augustus-gene-37.2",61.3522569128984,5.93904451093784,0.182704156716011,32.5063458746004,8.6738234144436e-232,1.01329712785556e-231
"maker-NW_015503979.1-augustus-gene-32.7",49.7968187376708,5.63798167376735,0.188236895437826,29.9515228438813,4.20350979882784e-197,4.86517337827297e-197
"augustus_masked-NW_015503979.1-processed-gene-45.2",53.2855121920781,5.7356714265615,0.220398193674508,26.0241308285501,2.64111046568148e-149,3.02879640559803e-149
"maker-NW_015503979.1-augustus-gene-2.9",26.0192668430431,4.70150840602809,0.204447551942558,22.9961589725909,5.09261497990622e-117,5.78706247716616e-117
"augustus_masked-NW_015503979.1-processed-gene-17.10",17.3748487926396,4.11892851749714,0.204941824060876,20.0980377547222,7.67695899377800e-90,8.64522409209234e-90
"maker-NW_015503979.1-augustus-gene-33.2",22.709400196532,4.5052176967967,0.227623605518095,19.7924010848627,3.46151611168034e-87,3.86329923178609e-87
"augustus_masked-NW_015503979.1-processed-gene-36.0",21.0172838265577,4.39350432921335,0.22997653440215,19.1041418231419,2.3323052934483e-81,2.57998373169060e-81
"augustus_masked-NW_015503979.1-processed-gene-45.1",30.3252426847372,4.9224472857786,0.29399263805492,16.7434372450478,6.32292515694408e-63,6.93303197033342e-63
"maker-NW_015503979.1-augustus-gene-33.0",26.6088788835038,4.73383582120832,0.284312623297276,16.6501077803311,3.02057731048876e-62,3.28323620705300e-62
"maker-NW_015503979.1-augustus-gene-10.2",283.071003411644,8.14502016304961,0.498810084899405,16.3289003362717,6.1482569821573e-60,6.62527692042813e-60
"augustus_masked-NW_015503979.1-processed-gene-24.2",4.95217781503738,2.30806311751401,0.296185232298893,7.79263402027027,6.56265019622488e-15,7.01137841477017e-15
"augustus_masked-NW_015503979.1-processed-gene-12.17",6.11287969507984,2.61185217433004,0.365170834249279,7.15241177379214,8.52663340986136e-13,9.03245064603958e-13
"augustus_masked-NW_015503979.1-processed-gene-3.0",4.14389774096921,2.05098840205514,0.288809649602082,7.10152311351427,1.23389369501234e-12,1.29610682249195e-12
"augustus_masked-NW_015503979.1-processed-gene-35.53",6.17421106961956,2.62625480331074,0.392767609808664,6.68653610360109,2.28514791117739e-11,2.38036240747645e-11
"augustus_masked-NW_015503979.1-processed-gene-23.0",5.98101919946239,2.58039134875803,0.409869653090644,6.29563894106444,3.0613620456859e-10,3.16256409678295e-10
"augustus_masked-NW_015503979.1-processed-gene-7.2",3.35278586230888,1.74536034318226,0.513155097346123,3.40123356897108,0.000670824843754336,0.000687320536633541
