"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sel4_SRR1719013_htseq_counted","sel4_SRR1719014_htseq_counted","sel4_SRR1719015_htseq_counted","sel4_SRR1719016_htseq_counted","sel4_SRR1719017_htseq_counted","sel4_SRR1719018_htseq_counted","sel4_SRR1719204_htseq_counted","sel4_SRR1719206_htseq_counted","sel4_SRR1719207_htseq_counted","sel4_SRR1719208_htseq_counted","sel4_SRR1719209_htseq_counted","sel4_SRR1719211_htseq_counted","sel4_SRR1719212_htseq_counted","sel4_SRR1719213_htseq_counted","sel4_SRR1719214_htseq_counted","sel4_SRR1719241_htseq_counted","sel4_SRR1719242_htseq_counted","sel4_SRR1719266_htseq_counted"
"59","maker-NW_015503979.1-augustus-gene-33.6",116.449952712084,6.86356624347502,0.109616341001374,62.6144439850349,0,0,78.2599582445858,104.565436193406,135.586292718555,102.408209165379,136.226206815927,101.829196321278,85.722367570204,94.2215728897773,102.795655762599,117.107399124768,50.3835345087117,149.090406203186,101.849355758476,95.439790904268,117.614195941373,126.484277860564,179.515821580888,216.999471253559
"60","maker-NW_015503979.1-augustus-gene-34.10",3549.30150312634,11.7933194171307,0.0460317762011185,256.199529768399,0,0,3712.29898705366,3788.5708566074,3252.21367876972,3391.57369081342,3282.02130202741,2744.68849161352,4090.33272418319,3862.5429851884,3977.16392145496,3692.13605573922,3771.95650240896,3225.39244969146,3432.78624067772,4470.30274854143,3257.83635555255,3544.60759402015,3601.22159834931,2789.78087358171
"61","maker-NW_015503979.1-augustus-gene-34.18",2576.94798414536,11.3314477012648,0.0654263383185146,173.193976500717,0,0,2616.65957162946,2364.27954677301,2634.64597563383,2087.26549953436,2053.69592460313,2092.19833364718,2427.74211365491,2992.88869748161,2474.29143420576,2374.67781558558,2971.26681886511,4097.88630571152,2041.61663134036,2748.34245332799,2472.20427547357,2927.42527433908,2044.29933267582,2963.67771013422
"62","maker-NW_015503979.1-augustus-gene-34.26",643.691935968004,9.33022658496716,0.0708652825872111,131.661460228918,0,0,626.079665956686,706.642210907017,733.651857860673,475.73268075917,613.590309691906,493.479951403116,929.188132427643,617.855256708253,761.715809200859,635.416073028836,848.349783754794,776.950004157449,596.436000009863,600.138346194634,555.016009605696,449.552553841764,500.798810671917,665.861391243796
"63","maker-NW_015503979.1-augustus-gene-34.3",622.722668029146,9.28244598618601,0.0961911415890222,96.5000085542738,0,0,532.6726190196,509.6189153426,418.831630247042,726.167301354506,923.819738659268,580.426419031284,594.765068820427,594.029111839573,610.606195229838,609.392206556665,932.776246985609,555.414259728771,865.719523947045,800.723669451062,398.197081683865,774.144736785139,416.074053757573,365.629246084763
"64","maker-NW_015503979.1-augustus-gene-34.5",295.469195516741,8.20686391817482,0.125527914444918,65.3787960587522,0,0,201.961182566673,146.391610670768,419.760303484841,214.126255527611,167.134673908616,311.754001045143,307.965542752214,236.636938809383,492.391191102849,409.875896936689,458.898679173942,182.688244220806,270.826695994129,414.920446897368,212.935505070329,280.398881040287,414.396335798873,175.383134300821
"65","maker-NW_015503979.1-augustus-gene-34.7",479.316344211464,8.90483432503892,0.134589473415486,66.1629330961802,0,0,272.647596465009,231.144648427529,338.037058558589,376.117422752847,429.28426517624,529.511820870645,274.099916057813,432.119627391048,289.883749250529,980.232303785098,424.855750451839,392.674731830927,388.107772322071,719.842490718631,787.169520548799,487.650227896151,415.235194778223,859.080098524362
"66","maker-NW_015503979.1-augustus-gene-35.1",8549.95524003769,13.0617011520121,0.0426587717722003,306.190277154771,0,0,8665.39698950131,8914.47860768837,6901.89950331712,8985.85486240217,9770.50987541122,7351.2846728861,9215.68366421403,8190.23729860852,8120.85680524532,8890.40338355533,8178.47319619791,9995.35681024177,9352.3942511249,8874.28293052227,9702.01808481093,6654.90170382028,7997.68150912237,8137.48017200845
"67","maker-NW_015503979.1-augustus-gene-35.22",866.460589304363,9.75899032010857,0.0836756766452413,116.628758934136,0,0,973.200448493155,847.530377567606,645.427900269833,852.781087231702,1086.375380406,914.11286236101,710.119859748233,620.021269878133,736.016895260209,816.498810564357,513.367365129306,705.554598370008,1009.23452524308,763.518327234144,1156.15523330605,847.292270969562,972.237557066586,1426.84583837956
"68","maker-NW_015503979.1-augustus-gene-35.31",183.239042761347,7.51758312114066,0.114849336394518,65.4560431704809,0,0,295.368229503759,250.957046864174,188.520667273059,231.814946201631,206.056447284595,161.360111093717,169.328133472008,173.281053590395,212.78700742858,75.9029438771647,110.299089059612,151.190271079287,224.531534285731,130.218697759213,188.336457553179,91.4344177305283,260.046283598483,176.869432049133
